Date,AI.PA,AIR.PA,CS.PA,BNP.PA,BN.PA,EL.PA,RMS.PA,KER.PA,OR.PA,MC.PA,RI.PA,SAF.PA,SAN.PA,SU.PA,TTE.PA,DG.PA
2021-01-19,115.88275909423828,90.00948333740234,17.333145141601562,39.17970275878906,52.45159912109375,120.15917205810547,852.948974609375,531.6611328125,289.4653015136719,480.283203125,152.50161743164062,112.29285430908203,77.47989654541016,117.55377960205078,33.834999084472656,80.42053985595703
2021-01-20,114.70072937011719,91.10379028320312,17.3913631439209,39.45505142211914,51.611328125,121.52572631835938,858.6852416992188,540.2003173828125,286.05523681640625,496.56817626953125,150.4038543701172,113.92891693115234,76.66069030761719,118.08092498779297,34.012596130371094,79.2261734008789
2021-01-21,114.83206176757812,88.0969009399414,17.216711044311523,39.38399887084961,51.42460632324219,119.6711196899414,866.0042724609375,533.8929443359375,287.029541015625,496.4703674316406,149.91600036621094,111.00383758544922,75.79493713378906,119.94991302490234,33.22023391723633,77.27348327636719
2021-01-22,115.62008666992188,87.57439422607422,16.946788787841797,38.26926803588867,50.93911361694336,119.57350158691406,866.0042724609375,527.876708984375,288.6858215332031,500.28485107421875,149.37937927246094,109.61567687988281,75.8321762084961,120.14159393310547,32.987979888916016,76.2686996459961
2021-01-25,115.05095672607422,83.67037200927734,16.55690574645996,36.621604919433594,51.069820404052734,117.67009735107422,860.0699462890625,517.2026977539062,291.3164978027344,490.89532470703125,148.25730895996094,105.25286865234375,75.86941528320312,119.51860046386719,32.195613861083984,74.61934661865234
2021-01-26,118.15926361083984,84.08443450927734,16.63276481628418,37.296661376953125,51.70469284057617,117.8165054321289,860.4656372070312,529.5263671875,294.04449462890625,496.8616027832031,150.15992736816406,107.08722686767578,75.4691162109375,120.3812026977539,32.7693977355957,73.91789245605469
2021-01-27,119.51641082763672,83.1675796508789,16.47222328186035,35.99541091918945,51.53664016723633,115.52265167236328,844.8387451171875,525.5478515625,289.95245361328125,495.2966613769531,149.23301696777344,105.05455017089844,73.60729217529297,117.9850845336914,32.62823486328125,72.83726501464844
2021-01-28,119.42884826660156,83.9464111328125,16.579837799072266,36.599403381347656,51.611328125,115.0833969116211,852.1576538085938,539.424072265625,289.7575988769531,505.66424560546875,154.01394653320312,105.40159606933594,73.62590789794922,118.65599822998047,32.619117736816406,74.5814208984375
2021-01-29,118.20304107666016,82.02397155761719,16.142318725585938,35.33367919921875,51.312564849853516,114.20489501953125,833.3659057617188,525.5478515625,282.64520263671875,487.374267578125,151.91616821289062,103.22018432617188,71.81993865966797,115.9244155883789,31.781219482421875,72.5908203125
2021-02-01,119.16617584228516,81.93524169921875,16.27816390991211,35.688968658447266,51.910091400146484,117.62128448486328,844.8387451171875,526.9063720703125,288.8807067871094,496.56817626953125,153.13580322265625,102.07991027832031,72.80670928955078,118.27261352539062,31.471559524536133,73.86100769042969
2021-02-02,118.9472885131836,87.33778381347656,16.59747886657715,36.954689025878906,51.0511474609375,120.11036682128906,875.1033935546875,532.9226684570312,290.7319030761719,513.39111328125,155.8189697265625,106.93849182128906,73.16976165771484,120.66874694824219,31.758447647094727,75.98432922363281
2021-02-03,119.51641082763672,88.54053497314453,16.74920082092285,37.21672439575195,50.659019470214844,118.59739685058594,880.83984375,527.1004638671875,288.2961120605469,512.9998779296875,154.6481475830078,107.93004608154297,72.35987091064453,120.28536224365234,32.00435256958008,75.87057495117188
2021-02-04,119.38507080078125,91.7840347290039,16.895626068115234,37.73633575439453,50.509639739990234,122.79467010498047,880.2463989257812,526.0330200195312,290.4396057128906,513.586669921875,156.84347534179688,111.94581604003906,73.38387298583984,119.9978256225586,31.817651748657227,77.06494903564453
2021-02-05,119.2975082397461,92.0995101928711,16.939733505249023,38.722267150878906,49.800079345703125,125.6741943359375,890.730224609375,532.728515625,297.7468566894531,517.1077270507812,159.2339324951172,111.2517318725586,74.48235321044922,119.4227523803711,31.940595626831055,81.52011108398438
2021-02-08,119.7790756225586,92.54315185546875,16.980308532714844,39.1885871887207,49.632022857666016,127.87043762207031,890.334716796875,530.787841796875,300.2800598144531,516.3252563476562,158.11187744140625,111.30130767822266,75.1898422241211,119.5665283203125,32.0407829284668,82.33531188964844
2021-02-09,120.3919906616211,91.1629409790039,17.019121170043945,39.01094055175781,49.912113189697266,130.01788330078125,905.5657958984375,539.035888671875,304.7618408203125,525.2257690429688,159.77056884765625,110.70638275146484,75.01297760009766,118.03301239013672,31.480661392211914,81.42532348632812
2021-02-10,117.98414611816406,90.39396667480469,17.0244140625,40.09012985229492,49.81875228881836,128.89535522460938,896.4667358398438,534.6692504882812,303.3003845214844,517.89013671875,159.1363525390625,109.91313934326172,73.97034454345703,117.93716430664062,31.644601821899414,81.10302734375
2021-02-11,118.15926361083984,89.93061065673828,16.99971580505371,40.58753967285156,50.920440673828125,129.04176330566406,908.9285888671875,531.6611328125,301.05950927734375,519.8463134765625,155.52627563476562,108.52497100830078,72.43434143066406,119.80613708496094,31.548974990844727,82.14573669433594
2021-02-12,118.115478515625,90.9066162109375,16.86210823059082,41.2848014831543,50.341583251953125,133.62948608398438,914.2694091796875,531.6611328125,310.1205139160156,517.6945190429688,155.42869567871094,107.97962951660156,72.76016998291016,123.63993835449219,31.854076385498047,81.19783020019531
2021-02-15,117.54635620117188,92.34597778320312,17.2625789642334,42.23520278930664,51.5739860534668,133.43426513671875,920.2036743164062,549.2247314453125,306.9053039550781,524.1498413085938,157.28253173828125,109.96272277832031,73.11390686035156,123.40032196044922,33.27943420410156,81.595947265625
2021-02-16,116.5832290649414,92.4741439819336,17.230823516845703,42.28849792480469,51.1071662902832,136.65542602539062,926.7313842773438,548.54541015625,305.54132080078125,527.96435546875,159.28269958496094,108.42581939697266,72.64845275878906,124.16708374023438,33.147369384765625,81.63386535644531
2021-02-17,116.9334487915039,92.5727310180664,17.380781173706055,42.32402801513672,52.1715087890625,133.6782989501953,920.2036743164062,509.3428039550781,308.8539123535156,523.2695922851562,159.3314971923828,110.06187438964844,73.33732604980469,121.77096557617188,33.66650390625,80.79969787597656
2021-02-18,116.4518814086914,89.99961853027344,17.147907257080078,41.813297271728516,51.891422271728516,134.16635131835938,924.3576049804688,517.0086669921875,308.6590270996094,522.29150390625,160.74624633789062,106.83934020996094,72.83463287353516,120.47705078125,33.31130599975586,80.5911636352539
2021-02-19,115.70763397216797,90.47283172607422,17.51485824584961,42.923583984375,53.04912567138672,133.1902313232422,953.039794921875,512.3508911132812,307.97705078125,529.9204711914062,159.38027954101562,111.10299682617188,71.68961334228516,123.25656127929688,33.6528434753418,80.5911636352539
2021-02-22,114.78828430175781,94.44587707519531,17.58013153076172,43.78960037231445,53.60930252075195,133.6782989501953,940.5779418945312,506.8198547363281,302.91064453125,530.9963989257812,157.03860473632812,113.82976531982422,71.0286636352539,120.5728988647461,34.12644577026367,81.08407592773438
2021-02-23,114.13159942626953,97.55134582519531,17.71685791015625,43.92283630371094,53.79603576660156,133.1902313232422,932.8634643554688,507.402099609375,303.69012451171875,527.5731811523438,156.59954833984375,117.647216796875,71.3265609741211,118.56015014648438,34.8914909362793,83.05572509765625
2021-02-24,113.21224975585938,101.26805877685547,17.910917282104492,44.562355041503906,54.113468170166016,133.6782989501953,927.5225219726562,510.7012939453125,299.3057556152344,521.1177978515625,156.59954833984375,119.97736358642578,71.33586883544922,118.46430206298828,35.49714660644531,83.3211441040039
2021-02-25,111.02330017089844,97.53163146972656,18.656288146972656,44.68671417236328,54.61763381958008,131.67727661132812,925.1488647460938,511.67169189453125,299.0134582519531,519.3572998046875,156.7458953857422,115.36666107177734,70.42356872558594,119.71029663085938,35.93431091308594,83.34009552001953
2021-02-26,109.18457794189453,94.5543212890625,18.347553253173828,43.767398834228516,52.713016510009766,131.77488708496094,913.0825805664062,509.3428039550781,295.018798828125,513.4888305664062,153.52609252929688,112.29285430908203,70.5632095336914,117.74546813964844,34.95069122314453,81.55802917480469
2021-03-01,111.54864501953125,99.25689697265625,18.793012619018555,43.643043518066406,53.441253662109375,133.28785705566406,918.6212158203125,530.9818725585938,297.8443298339844,525.323486328125,154.89205932617188,116.25904846191406,71.14037322998047,119.32691192626953,35.3696403503418,83.60549926757812
2021-03-02,111.11085510253906,97.69922637939453,19.044408798217773,44.81106185913086,52.39558029174805,133.04383850097656,916.9370727539062,541.3648071289062,300.9620361328125,527.4752807617188,153.72125244140625,116.15989685058594,71.0658950805664,120.81251525878906,35.4425048828125,83.37802124023438
2021-03-03,110.49795532226562,99.04000091552734,19.489864349365234,45.939109802246094,51.64867401123047,131.1404266357422,919.314697265625,537.580322265625,299.69549560546875,531.8766479492188,153.1846160888672,117.59764099121094,70.14429473876953,120.23743438720703,35.8022575378418,83.24530029296875
2021-03-04,111.59242248535156,98.88227081298828,19.40606689453125,45.87693786621094,52.41425323486328,130.7987823486328,901.0867919921875,530.3995971679688,302.813232421875,522.1937866210938,155.0384063720703,120.72102355957031,71.44757843017578,118.3205337524414,36.94071578979492,84.23113250732422
2021-03-05,111.59242248535156,94.07124328613281,19.40606689453125,45.82364273071289,52.918418884277344,130.21310424804688,881.6702880859375,523.02490234375,300.8646240234375,511.7283020019531,154.55056762695312,118.09341430664062,72.03404998779297,117.45793914794922,37.31867980957031,82.01302337646484
2021-03-08,114.56939697265625,99.09915161132812,19.904449462890625,47.298099517822266,53.27320098876953,133.87351989746094,891.1804809570312,537.0951538085938,300.8646240234375,523.171875,153.28216552734375,124.48890686035156,72.95565032958984,119.75821685791016,37.268585205078125,83.88988494873047
2021-03-09,114.30671691894531,98.84283447265625,20.063228607177734,46.71186828613281,52.86240005493164,133.87351989746094,900.6906127929688,545.9254150390625,303.10552978515625,528.8446655273438,153.08702087402344,122.15876770019531,73.9610366821289,120.0457534790039,37.03634262084961,84.78092193603516
2021-03-10,117.6339111328125,97.59078216552734,20.072046279907227,46.86286926269531,53.889400482177734,134.50799560546875,916.5408325195312,560.2867431640625,310.31536865234375,540.8749389648438,156.84347534179688,120.02693939208984,75.30155181884766,121.24381256103516,37.62378692626953,84.74300384521484
2021-03-11,116.97722625732422,97.72879791259766,20.027942657470703,46.48093032836914,53.51594161987305,137.92437744140625,945.2694702148438,569.79638671875,312.84857177734375,552.122802734375,156.64833068847656,119.63031768798828,74.6406021118164,123.06485748291016,38.015419006347656,84.72403717041016
2021-03-12,116.4518814086914,98.58650207519531,20.230825424194336,47.14710235595703,54.26285171508789,136.41140747070312,945.2694702148438,578.7236938476562,314.3100280761719,551.0469360351562,156.89224243164062,119.43199920654297,74.39856719970703,121.24381256103516,38.425262451171875,86.3923568725586
2021-03-15,116.84589385986328,98.58650207519531,20.072046279907227,46.03681945800781,55.831356048583984,136.06976318359375,953.987060546875,585.3221435546875,313.23828125,545.9608764648438,156.6970977783203,120.91932678222656,75.99043273925781,120.33328247070312,37.60557556152344,86.44922637939453
2021-03-16,118.64082336425781,100.34134674072266,19.94414520263672,45.468353271484375,55.75666809082031,133.62948608398438,965.874755859375,584.8369140625,315.0894470214844,548.014892578125,157.96551513671875,124.0427017211914,77.01443481445312,121.77096557617188,37.127418518066406,86.77152252197266
2021-03-17,118.64082336425781,99.57237243652344,19.798599243164062,45.90357971191406,55.86870193481445,131.3356475830078,972.611083984375,586.3895263671875,317.6226501464844,555.7416381835938,158.55093383789062,122.55538177490234,76.16730499267578,121.10003662109375,36.98625183105469,86.75255584716797
2021-03-18,119.6915283203125,99.67095947265625,20.076457977294922,46.978336334228516,54.972412109375,130.45712280273438,968.2523803710938,588.4273681640625,313.7254333496094,553.88330078125,157.5752410888672,122.50580596923828,76.58621215820312,122.34603118896484,36.82686996459961,86.29757690429688
2021-03-19,118.8597183227539,95.96410369873047,20.14702606201172,45.432823181152344,55.10312271118164,128.4073028564453,938.3349609375,576.0066528320312,312.1665344238281,545.178466796875,156.3068389892578,118.24214935302734,77.91741943359375,120.81251525878906,36.640159606933594,84.07946014404297
2021-03-22,120.08552551269531,95.69792175292969,19.825061798095703,45.0420036315918,55.084449768066406,126.55269622802734,929.2210693359375,559.510498046875,312.5562438964844,544.39599609375,155.13600158691406,116.01116180419922,77.04236602783203,121.91471862792969,36.18478012084961,82.50593566894531
2021-03-23,121.31134796142578,93.86421203613281,19.789775848388672,44.73112487792969,55.30852508544922,128.60252380371094,931.5985717773438,558.7341918945312,313.43316650390625,542.0486450195312,155.18478393554688,114.52384185791016,76.77239990234375,121.0521240234375,35.920650482177734,81.63386535644531
2021-03-24,119.16617584228516,94.61347198486328,19.8603458404541,45.40617370605469,54.430904388427734,130.4083251953125,929.6173095703125,554.2705688476562,310.0230712890625,541.2661743164062,154.45301818847656,115.66412353515625,76.24178314208984,119.75821685791016,36.48988342285156,83.34009552001953
2021-03-25,119.99797821044922,95.12611389160156,19.84711265563965,45.14859390258789,54.598960876464844,132.45816040039062,932.39111328125,549.030517578125,314.4074401855469,543.4179077148438,155.0872039794922,115.56497192382812,77.38680267333984,119.66236877441406,35.87870407104492,82.9609375
2021-03-26,119.6915283203125,96.29930114746094,19.873577117919922,45.89469909667969,54.710994720458984,132.6533660888672,934.3724365234375,548.1572875976562,315.2843322753906,542.7332153320312,153.9163818359375,114.3255386352539,77.79640197753906,119.90198516845703,36.26300811767578,82.69551086425781
2021-03-29,121.48645782470703,96.02325439453125,19.98383903503418,45.006473541259766,55.17781448364258,134.11753845214844,934.5704956054688,557.0845336914062,318.2072448730469,542.7332153320312,155.86776733398438,114.27595520019531,78.64353942871094,121.0521240234375,36.80472946166992,83.30216979980469
2021-03-30,121.74913024902344,96.31901550292969,20.420475006103516,46.73851776123047,54.89772033691406,134.7032012939453,938.5330810546875,572.9015502929688,319.3763732910156,560.9254150390625,157.33131408691406,115.56497192382812,78.06636810302734,122.92109680175781,37.272369384765625,83.79508972167969
2021-03-31,121.96802520751953,95.1754150390625,20.18671989440918,46.08123016357422,54.61763381958008,135.5329132080078,935.1649169921875,571.1548461914062,318.4020690917969,555.643798828125,156.16046142578125,115.06919860839844,78.4294204711914,124.83799743652344,36.83251190185547,82.80926513671875
2021-04-01,122.21318817138672,99.00056457519531,20.292570114135742,46.32105255126953,54.35621643066406,135.13270568847656,947.64697265625,581.634765625,315.5279235839844,559.1649169921875,157.4776611328125,118.64868927001953,78.38287353515625,125.94020080566406,36.20744323730469,85.23590850830078
2021-04-06,122.8436050415039,99.276611328125,20.468990325927734,46.143402099609375,54.82303237915039,134.7422637939453,955.3739624023438,578.3355712890625,322.64031982421875,564.153076171875,162.55130004882812,118.64868927001953,78.52251434326172,127.1670150756836,35.94816589355469,84.66716766357422
2021-04-07,122.33576965332031,99.1188735961914,20.67628288269043,46.44540023803711,55.681976318359375,133.0633544921875,942.4956665039062,575.4244995117188,322.2018737792969,564.5443115234375,162.2585906982422,118.47020721435547,78.30841064453125,126.47694396972656,36.036128997802734,84.49654388427734
2021-04-08,122.89613342285156,99.37519836425781,20.67628288269043,46.18781661987305,56.10211181640625,133.08287048339844,971.42236328125,587.0687866210938,330.8731689453125,573.2491455078125,164.50270080566406,119.69972229003906,78.8576431274414,128.6238555908203,35.429588317871094,85.97527313232422
2021-04-09,123.31641387939453,99.67095947265625,20.72920799255371,45.70817184448242,55.63529586791992,133.82472229003906,980.3380737304688,593.7643432617188,329.75274658203125,575.4009399414062,164.4539031982422,118.11325073242188,79.18345642089844,129.83151245117188,35.0452880859375,85.5487289428711
2021-04-12,122.94867706298828,98.48792266845703,20.887985229492188,45.67264175415039,55.57927703857422,135.81597900390625,976.177490234375,598.1309204101562,328.4373779296875,576.7703247070312,164.16119384765625,116.7845687866211,78.83902740478516,127.91461944580078,34.883235931396484,85.94683837890625
2021-04-13,123.8943099975586,97.00912475585938,20.910037994384766,45.86804962158203,55.429893493652344,134.2737274169922,989.0558471679688,608.22265625,331.31158447265625,581.7583618164062,164.89297485351562,115.4757308959961,78.26185607910156,128.1829833984375,35.07307052612305,86.1458969116211
2021-04-14,122.5809326171875,98.80339813232422,20.82623863220215,46.17005157470703,54.90705871582031,134.8984375,995.593994140625,614.1419067382812,330.4347229003906,598.3856811523438,165.4296112060547,116.4276123046875,78.19669342041016,127.30122375488281,35.461997985839844,85.87100982666016
2021-04-15,123.4214859008789,101.38636016845703,20.649818420410156,45.97463607788086,55.252506256103516,136.49925231933594,1000.0518798828125,611.3278198242188,333.9909362792969,603.1782836914062,166.3565216064453,118.62885284423828,78.7645492553711,129.42897033691406,35.188819885253906,85.14112091064453
2021-04-16,123.63162231445312,102.21449279785156,20.910037994384766,46.987220764160156,55.61662292480469,135.75741577148438,1016.8927612304688,616.1795654296875,327.9015197753906,616.1866455078125,166.69801330566406,121.86129760742188,79.13691711425781,131.78675842285156,35.142520904541016,85.92788696289062
2021-04-19,123.52655792236328,101.24833679199219,20.949729919433594,47.36915969848633,56.33551788330078,136.18690490722656,1010.4535522460938,621.2255249023438,330.1424560546875,611.198486328125,167.62493896484375,121.36552429199219,80.25401306152344,131.80593872070312,35.22586441040039,87.28339385986328
2021-04-20,122.30074310302734,96.55562591552734,20.43811798095703,45.14859390258789,55.3178596496582,135.8354949951172,1000.5472412109375,607.5433959960938,328.924560546875,595.8421630859375,167.5761260986328,116.20946502685547,80.11437225341797,130.48326110839844,34.13315963745117,85.25737762451172
2021-04-21,123.0887680053711,96.34859466552734,20.43811798095703,44.73112487792969,54.87904739379883,137.80723571777344,1016.8927612304688,632.8698120117188,333.79608154296875,614.840576171875,168.89334106445312,116.05082702636719,80.84048461914062,129.6973419189453,34.174827575683594,84.74360656738281
2021-04-22,123.75420379638672,98.30060577392578,20.42929458618164,45.01535415649414,55.719322204589844,139.21282958984375,1037.6961669921875,626.2714233398438,338.7650146484375,622.125,171.0398712158203,120.01702117919922,80.57052612304688,131.42254638671875,34.16557312011719,84.29769134521484
2021-04-23,123.75420379638672,97.06827545166016,20.44693946838379,44.864356994628906,54.93506622314453,137.53392028808594,1040.1728515625,629.5706176757812,336.5728454589844,618.285888671875,169.23483276367188,120.21532440185547,79.4441146850586,131.5375518798828,34.05445098876953,84.79207611083984
2021-04-26,123.94683074951172,99.80897521972656,20.508684158325195,46.107872009277344,54.30019760131836,136.98731994628906,1036.2103271484375,627.2417602539062,333.9422302246094,616.0218505859375,166.7955780029297,122.87267303466797,79.48135375976562,130.84747314453125,34.13315963745117,86.56604766845703
2021-04-27,124.2445297241211,98.37947845458984,20.37636947631836,46.0634651184082,54.05745315551758,136.2845001220703,1041.1634521484375,629.279541015625,331.42840576171875,622.8140258789062,166.64923095703125,121.02839660644531,79.4999771118164,131.80593872070312,34.068336486816406,87.13798522949219
2021-04-28,123.98184967041016,97.89640045166016,20.667461395263672,47.50238800048828,54.36555099487305,137.82675170898438,1040.6680908203125,631.7053833007812,334.18865966796875,623.3062744140625,167.38099670410156,119.97736358642578,81.42696380615234,130.86663818359375,34.67488479614258,87.37063598632812
2021-04-29,124.06941223144531,98.58650207519531,20.680692672729492,47.813270568847656,55.20582580566406,137.8853302001953,1046.11669921875,637.139404296875,338.23046875,625.7671508789062,169.6251220703125,119.521240234375,80.84048461914062,128.79640197753906,34.35540008544922,87.96195983886719
2021-04-30,122.68600463867188,98.52735900878906,20.75126075744629,47.42245101928711,54.73900604248047,135.09365844726562,1034.22900390625,646.7460327148438,336.801025390625,616.4156494140625,166.55166625976562,123.13048553466797,81.24077606201172,127.49290466308594,34.10074996948242,88.60176086425781
2021-05-03,123.07125091552734,98.4977798461914,21.090866088867188,47.48462677001953,55.50458908081055,136.0307159423828,1045.1259765625,655.2852172851562,340.6949768066406,620.7468872070312,168.30792236328125,123.70558166503906,80.70085144042969,129.10308837890625,34.485050201416016,89.51297760009766
2021-05-04,122.44084167480469,95.36273193359375,20.901216506958008,47.120452880859375,55.10312271118164,134.68368530273438,1038.6868896484375,659.0028076171875,336.50531005859375,609.2296752929688,168.35670471191406,121.78197479248047,80.84979248046875,126.22775268554688,34.878604888916016,90.80225372314453
2021-05-05,123.64913940429688,95.20498657226562,20.971784591674805,48.763675689697266,55.18715286254883,135.71836853027344,1061.4715576171875,671.1341552734375,341.08929443359375,621.9281005859375,169.3323974609375,121.50434875488281,81.75833129882812,128.94973754882812,36.12873077392578,91.49051666259766
2021-05-06,125.4002914428711,95.3824462890625,21.311389923095703,48.77255630493164,55.07511520385742,135.93310546875,1061.521240234375,675.3410034179688,342.71588134765625,615.5296630859375,170.1129608154297,122.25791931152344,81.47804260253906,128.6046905517578,36.24448776245117,92.1690902709961
2021-05-07,125.45282745361328,96.97954559326172,21.311389923095703,48.65708541870117,55.23383331298828,137.33871459960938,1065.9918212890625,680.0369262695312,344.9339599609375,621.5343627929688,169.91781616210938,124.14186096191406,82.57987976074219,129.352294921875,36.1611442565918,92.76042175292969
2021-05-10,125.4703369140625,96.96968841552734,21.60672950744629,49.580841064453125,55.581336975097656,136.51878356933594,1052.580078125,689.1354370117188,347.3984680175781,615.234375,169.86903381347656,124.69712829589844,83.47874450683594,127.94500732421875,36.429691314697266,91.89766693115234
2021-05-11,123.56157684326172,94.54446411132812,21.161375045776367,49.563079833984375,54.03687286376953,134.6055908203125,1042.148681640625,678.5694580078125,341.4836120605469,602.7327880859375,166.74679565429688,121.46468353271484,82.2995834350586,126.08818817138672,35.577754974365234,89.90072631835938
2021-05-12,123.05374145507812,95.19512939453125,21.278573989868164,50.273658752441406,54.789798736572266,134.66416931152344,1036.1878662109375,678.4716186523438,341.3850402832031,600.6656494140625,168.6981964111328,120.39380645751953,83.12113189697266,124.95454406738281,36.39265441894531,91.28694915771484
2021-05-13,123.8067398071289,94.6430435180664,21.15199851989746,49.79402160644531,55.697174072265625,134.83987426757812,1048.606201171875,680.9174194335938,345.1803894042969,606.375,169.42996215820312,118.9461441040039,83.70104217529297,124.97408294677734,35.938899993896484,90.57929992675781
2021-05-14,124.4196548461914,98.16258239746094,21.44734001159668,50.66447830200195,55.55237579345703,136.53831481933594,1061.0245361328125,691.581298828125,347.34918212890625,618.285888671875,171.08865356445312,123.48744201660156,83.81703186035156,128.4532012939453,36.809364318847656,92.4889907836914
2021-05-17,124.60713958740234,95.53032684326172,21.391084671020508,50.61118698120117,56.266693115234375,136.8311309814453,1058.5408935546875,691.581298828125,350.4051818847656,614.25,172.4546356201172,120.84991455078125,84.70623016357422,127.39773559570312,36.86492156982422,90.81195068359375
2021-05-18,123.66071319580078,95.76692962646484,21.2316951751709,50.69112777709961,56.0350227355957,136.79209899902344,1054.0703125,694.5162963867188,346.9548645019531,613.265625,172.06436157226562,119.97736358642578,84.3099594116211,127.10454559326172,36.758426666259766,90.49205017089844
2021-05-19,122.78571319580078,93.7163314819336,20.90353775024414,49.68743133544922,56.30530548095703,134.11753845214844,1049.599609375,689.5267944335938,345.1803894042969,609.426513671875,170.74716186523438,116.20946502685547,83.89435577392578,123.35181427001953,35.54533767700195,89.01859283447266
2021-05-20,124.46428680419922,95.14583587646484,20.978546142578125,49.92725372314453,57.811153411865234,137.6705780029297,1060.031005859375,697.842529296875,353.7569274902344,619.0734252929688,173.0888214111328,117.75629425048828,85.15083312988281,125.5409164428711,35.693504333496094,89.99767303466797
2021-05-21,125.16071319580078,96.52605438232422,21.137935638427734,49.95389938354492,58.42893981933594,139.09571838378906,1074.93310546875,704.20166015625,356.1721496582031,621.731201171875,174.45481872558594,118.90648651123047,85.27648162841797,126.53772735595703,36.114845275878906,90.5599136352539
2021-05-24,126.0,96.87110137939453,21.1144962310791,50.37976837158203,58.419288635253906,139.2714080810547,1089.33837890625,706.060546875,359.52392578125,627.5390625,175.86956787109375,120.71109771728516,85.22815704345703,126.32272338867188,36.151885986328125,90.95736694335938
2021-05-25,125.98213958740234,95.76692962646484,20.89885139465332,50.19854736328125,58.24553298950195,137.82675170898438,1107.2208251953125,708.7998046875,361.9884338378906,629.7047119140625,175.7232208251953,118.52969360351562,84.9961929321289,126.06864166259766,35.49441146850586,90.44358825683594
2021-05-26,125.26786041259766,96.28943634033203,20.833219528198242,49.51896667480469,57.183719635009766,139.58377075195312,1118.645751953125,719.85498046875,361.24908447265625,630.590576171875,175.6256561279297,117.20101928710938,85.69209289550781,126.10771942138672,35.624053955078125,90.80225372314453
2021-05-27,124.8035659790039,105.17208099365234,21.04417610168457,51.09559631347656,56.22808074951172,139.13475036621094,1132.5543212890625,720.6376342773438,360.70684814453125,638.2687377929688,175.23538208007812,121.524169921875,83.9620132446289,126.45954132080078,35.23048782348633,90.8701171875
2021-05-28,124.60713958740234,106.47342681884766,21.3817081451416,51.17715072631836,56.430789947509766,140.23634338378906,1136.5281982421875,732.5732421875,366.27667236328125,645.5531005859375,176.79647827148438,123.07099151611328,85.01551818847656,127.65181732177734,35.32309341430664,90.54051971435547
